gene	log2FoldChange_hct116_30minProt	pval_hct116_30minProt	log2FoldChange_hct116_120minProt	pval_hct116_120minProt
STIM1	-0.135244693	0.025451981000000002	-0.003216289	0.943449062
EP400NL	0.155830773	0.025467202999999997	0.061356597	0.310805575
CCDC90B	-0.195533535	0.025494626	0.01642412	0.839764541
RTN1	-0.15673521699999998	0.025544900000000002	-0.100417776	0.09909582
RBMS1	0.131148164	0.025614694	0.142007771	0.029235353999999998
MMGT1	-0.208388675	0.025646857999999998	-0.18656061100000002	0.049602046
MYO18A	0.257318372	0.02567636	0.36454847100000004	0.027606693999999998
ERGIC2	-0.141029723	0.025810701000000002	-0.016520983	0.7031079640000001
GPAM	-0.159530077	0.025813236	-0.062418861	0.317944438
CARKD	0.144646786	0.025830198	0.10820657300000001	0.04702358400000001
RFT1	-0.146938337	0.025832873	-4.7600000000000005e-05	0.9992770459999999
ANKRD46	-0.15906342	0.025838462000000003	0.016156975	0.787842715
WDR61	-0.124208051	0.02589409	-0.200310173	0.00043329
IER3IP1	-0.138458481	0.02598192	0.034064773	0.48017605700000004
RGS20	0.144982794	0.026084892000000002	0.073898701	0.31903584
PEX5	-0.118163084	0.026115035	-0.09657297699999999	0.054498353
NCLN	-0.15168481	0.026145056	0.021488572	0.69612888
ZBTB14	0.165036299	0.02631738	0.054258414000000005	0.27778623399999997
USE1	-0.146671784	0.026457948	-0.007331781	0.8869374040000001
NPM2	0.182990648	0.026562906	0.115931732	0.081111238
EXTL2	-0.16347573	0.026563925	-0.094818275	0.158440862
MLPH	-0.14964307699999999	0.026573477999999998	-0.07991312	0.192059087
IMP3	0.1988582	0.026579372	0.117794946	0.247717947
HNRNPC	0.283707049	0.026585717000000002	0.456365474	0.026413146000000002
PYCR2	-0.13977910300000002	0.026731538	-0.021180794	0.635206548
TOX4	-0.188453075	0.026880884	-0.356661529	0.00022584299999999999
ATP5L	-0.21761015	0.026921583	0.038407273	0.608372008
SEC61A1	-0.133358507	0.027004631	0.012320636999999999	0.808367863
OSCP1	0.150195179	0.027082146	0.11534518099999999	0.09409003699999999
ACAT1	-0.138985585	0.0271154	-0.003043761	0.951729717
EFCAB14	-0.165110537	0.027161234	0.04744694	0.362174875
PRDX3	-0.190630324	0.027268742000000002	0.096441082	0.102171883
ASUN	-0.129361778	0.027513911000000002	-0.223971605	0.000941232
RAB3A	-0.141814291	0.027547604	-0.012494284	0.801807945
FNDC3A	-0.156061921	0.027598557000000003	0.00025504099999999996	0.995821188
PTDSS1	-0.151229848	0.02766548	-0.034472427	0.531990626
PHYH	-0.268010275	0.027794362000000003	-0.034484826	0.7014340179999999
ZBTB2	0.14305841	0.027795853	0.018969515	0.7847721740000001
MRPL11	-0.15900826	0.027814237999999998	-0.037900465	0.47049676100000004
PTRH2	-0.151634309	0.027985796	0.011474814	0.818402069
RSL1D1	0.1859636	0.02805365	0.181525452	0.052708893
RDH11	-0.127959101	0.028081444	0.01485166	0.752875355
CANX	-0.18107537199999998	0.028088085	0.036989557	0.62892566
OAT	-0.136399173	0.028111565	0.024113397999999998	0.611475852
RAD21	0.16944862	0.028305615	0.072044274	0.272895422
MAN1A2	-0.138033519	0.028511331	-0.03648887	0.477887551
PPAP2A	0.136122347	0.028515642	-0.01916739	0.840094751
C3orf38	0.14846002	0.02855036	0.193658306	0.13167625
GATC	-0.145410572	0.028573489	-0.056266787	0.483653884
NBAS	-0.143923566	0.028606284	0.012277649	0.8063463040000001
CNOT2	0.121866222	0.028800207	0.026497984	0.563437646
LIMK1	0.138926514	0.028812777	0.129193939	0.027968185
TMEM97	-0.17233199800000001	0.028855954	-0.036293627	0.6253076679999999
OSBPL6	-0.150772886	0.028870355	-0.12292761199999999	0.033403101
PAIP2B	0.159021408	0.028883702	0.053679502999999996	0.39337265899999996
FHOD3	0.199601335	0.02898637	-0.18822681100000002	0.049681745
SLC7A1	-0.13272814300000002	0.029005302	-0.013879968999999999	0.728372232
NDUFA10	-0.244110005	0.029016551	-0.08522850900000001	0.17794300300000002
TCOF1	-0.125630074	0.029116391000000002	0.027402712000000003	0.519567387
MIA3	-0.15491760699999998	0.02924001	0.022286947	0.730287191
YIF1A	-0.131115921	0.029329337	-0.001133225	0.982499915
MRPL39	-0.154386679	0.029369062999999997	-0.004250728	0.934049982
TMEM109	-0.134903687	0.029739942999999998	-0.021155741000000002	0.71339893
CRYM	0.20288303100000002	0.029859259	0.15266769300000002	0.146324314
FITM2	-0.18974448800000002	0.029869464	0.022925776000000002	0.7176012629999999
NOMO3;NOMO2	-0.154871368	0.029908409	0.031464117	0.5702606410000001
ABHD17C	-0.156394328	0.029949852000000002	0.025990664	0.5840879729999999
YBX1	0.173968984	0.030058888	0.17852545	0.008192368
MRPS10	-0.17883471399999998	0.030140792000000003	0.028232122999999998	0.604188862
ZBTB25	0.20437993899999998	0.030177707999999998	-0.044727675999999994	0.559600804
ATF6	-0.235981811	0.030192023	-0.164009694	0.16303189199999998
PPP2R2D	0.20447667600000002	0.030271366	0.237581762	0.005324641999999999
UQCC3	-0.136374124	0.030345411	-0.071025296	0.244527291
POMGNT1	-0.132016609	0.030372912999999998	-0.027264682000000002	0.587353157
DPM1	-0.145903985	0.030503608999999998	0.058005033	0.266005637
ACIN1	0.15036850699999998	0.030768327999999998	0.11882340699999999	0.119829995
TRIP10	0.162947726	0.030768676000000002	0.35775288899999996	0.075532364
SRPK2	0.143613448	0.030824941	0.025672353	0.601491046
AUP1	-0.219376359	0.031006693999999998	-0.075989918	0.368740105
MCM9	0.15483392599999998	0.031054368	0.040277512	0.56690167
GOLGA2	-0.146266685	0.031224625	-0.048345958	0.431745484
RPS26;RPS26P11	0.13813967	0.031608822	0.14575902400000001	0.046872254
EGFR	-0.128527261	0.031656186	0.025018651	0.621435795
MRPL34	-0.15705606800000002	0.031752405	-0.044220471	0.485706859
SMIM12	-0.14259785	0.031754746	0.025039657000000003	0.6168826629999999
PYCR1	-0.136997905	0.031917095	0.0071650130000000005	0.8805545990000001
ATP1B1	-0.170935266	0.031926524	0.058739044000000004	0.23542025600000002
NDUFA3	-0.154265661	0.031944426	-0.163644543	0.031089646000000002
ROMO1	-0.135795304	0.032052689	-0.14520148800000002	0.094530469
POMK	-0.15292599199999998	0.032153569	-0.026166337	0.666777379
HSD17B11	-0.11778245	0.032210339	-0.014379591	0.723307515
BOP1	0.158932446	0.03221577	0.114593475	0.26667882800000003
RTN3	-0.140717546	0.03233301	0.01754333	0.7777942059999999
UBE2G2	-0.16182070699999998	0.032340914	-0.049331503	0.50006221
CUX1	-0.144474561	0.032362752	-0.156481024	0.049225658
VWA9	-0.118213129	0.03244342	-0.18232568	0.003811448
CCPG1	-0.193922509	0.032527033	-0.09427934800000001	0.292135269
RNF5	-0.17597776199999998	0.032669555	-0.06711536	0.223394108
C16orf72	-0.150006992	0.03274069	-0.172061398	0.009825384
DHX57	0.151763306	0.033120949	0.09360598199999999	0.05237702599999999
RANBP10	-0.12060062099999999	0.033160755	0.031892717	0.527837066
HSD17B7	-0.13144222	0.03328308	0.001913235	0.9672290509999999
IMP4	0.21337171	0.033324952000000005	0.08909097699999999	0.395975609
YIPF4	-0.13027714599999998	0.033364826	0.001841247	0.970914253
COX7A2L	-0.183121693	0.033414841	-0.19619580600000003	0.014994928999999999
NDUFV3	-0.151969613	0.033553027	-0.09094678699999999	0.09264207699999999
IKBIP	-0.135227709	0.033730157999999996	-0.058092362	0.24000209
EWSR1	0.14843747	0.033781411000000004	0.044781747999999996	0.36997993799999995
CTDSPL	0.17133663100000002	0.033800425	2.4e-05	0.9997697240000001
ELOVL6	-0.212301502	0.034054075	0.05826646	0.394349089
CCNYL1	0.15759901699999998	0.034105044	-0.025302872	0.7463269990000001
FAM168B	0.137071591	0.034111293	0.0514641	0.314818941
METTL7B	-0.12160350199999999	0.034156181	0.021292916000000002	0.662934066
GRN	0.136855579	0.034220868	0.022669163	0.733441523
TMEM184A	-0.125934717	0.034234884	0.028371267999999998	0.551253639
HEXIM2	0.14060055	0.034498995	0.12506779699999998	0.042232002000000005
TOLLIP	0.125053249	0.034683131	0.134127617	0.061681063
C9orf142	0.1688334	0.034696134	0.092970659	0.11116223
GTPBP3	-0.12598356800000002	0.034790316	-0.035145939	0.48499491299999997
NIPA2;NIPAL1	-0.133133853	0.035086278	0.016551098	0.780141966
TAP1	-0.13634262	0.035097724	0.00047336599999999997	0.991820499
TMEM41B	-0.222642903	0.035159076000000004	0.186926602	0.202678783
XRCC1	0.128498776	0.035249501	0.125250421	0.09224354300000001
SPTBN1	0.13986494800000002	0.03525637	0.209510595	0.37953397899999997
C6orf89	-0.13166999	0.035365883	0.012851756	0.80853625
SEC61B	-0.14808459599999999	0.035446969	-0.02568179	0.6954044
NDUFS6	-0.240953135	0.035535361	-0.180863154	0.036562905
POLDIP3	0.169511998	0.035581338	-0.154089415	0.023974896000000002
HS2ST1	-0.165594995	0.035594028	-0.06453526	0.39759475299999997
NDUFC1	-0.281195047	0.035643503	-0.15804669300000002	0.145953613
ST7;ST7L	-0.139342973	0.035826697000000005	-0.11014778900000001	0.101178313
TMTC3	-0.123315108	0.035876939	-0.033609987	0.451458225
RRAS	0.12609463699999998	0.035884398	0.047569274	0.454978361
EMP3	0.128908025	0.035967091	0.092917502	0.328354779
PXMP4	-0.136214735	0.036671583	-0.040778891	0.437359789
PRPF4B	0.164243103	0.036924883	0.052690416	0.46677377700000006
NAT14	-0.15783433800000002	0.037208346	-0.094912235	0.096960978
DTWD2	0.23712897	0.037215386	0.10189289900000001	0.21814583199999998
TIMM9	0.206567102	0.037365149	0.06962911	0.562643871
JMY	0.157115073	0.037491922999999996	0.009001005	0.87751072
RCC1	0.137794995	0.037501041	0.290439031	0.170032529
UQCRQ	-0.223128904	0.037530403	-0.103028527	0.144701305
APOBEC3F	0.161032998	0.037604016000000004	0.138942031	0.032125174
EPCAM	-0.117953091	0.037628512	-0.114703664	0.035283464
KRTCAP2	-0.260644235	0.037675695	-0.083559729	0.294381993
NELFCD;TH1L	-0.113866936	0.037778104	-0.12087777599999999	0.018905246
RPRD1B	-0.202497183	0.037894556	-0.480509184	8.99e-05
TPBG	-0.13335898599999998	0.037947188	-0.00634854	0.883058413
REEP3	-0.144261307	0.038021585	-0.057588016	0.282912882
TWSG1	-0.162398003	0.038236654	-0.066652293	0.41864763299999996
ATP5O	-0.152165225	0.038264728	0.051145477	0.34690383399999997
TMEM131	-0.160438049	0.038289044	-0.056806132999999995	0.391470555
RHOQ	0.161579007	0.038323285	-0.02375628	0.770231847
ATP13A2	-0.14373010000000003	0.038497561	-0.06770188099999999	0.11798585800000001
FASTKD5	-0.126194314	0.038581562	0.027560695	0.554778166
NDUFA1	-0.210996501	0.038588396000000004	0.040022326000000004	0.623614062
ATG4C	0.134407868	0.038935227	0.122903635	0.024629663
TIMM44	-0.128820068	0.038972232	-0.024172212999999998	0.665255473
PIGT	-0.129910428	0.038989204	-0.013911622	0.7739253709999999
EREG	-0.12154048	0.039195207999999995	-0.024690757999999997	0.548856947
ITGA3	-0.14186917	0.039280754	0.09597496800000001	0.06809816
NDUFA9	-0.159501945	0.039341475	-0.093195578	0.117541168
MBP	0.162376553	0.039396772000000004	0.035430222000000004	0.593279131
EARS2	-0.130549252	0.039461622	-0.023614068	0.688670895
ATP12A	-0.127025323	0.039562777	0.033841085	0.604920981
TMEM245	-0.142980944	0.039606435	-0.017067169	0.745832521
UBXN4	-0.12713941	0.039686072	0.007949525	0.8552767109999999
CS	-0.16707809699999998	0.040045037	0.070747082	0.24027172800000002
DHCR7	-0.182556949	0.040121755	0.064254796	0.267997075
MRPS26	-0.134533389	0.040123451	-0.0483412	0.308767309
LYNX1	0.187015514	0.040225111	0.084319205	0.22511251899999998
DNLZ	-0.136569839	0.040292088999999996	-0.130071802	0.04794059
ALG12	-0.120577525	0.04034127	0.012396286000000001	0.800116664
ATP5A1	-0.178620587	0.040383327000000004	0.082719436	0.216603102
SRPRB	-0.131198085	0.040497321	-0.00652104	0.911168999
RNF166	0.12079578699999999	0.040508407999999996	0.076889969	0.218881677
SMAD2	0.151699258	0.040530576	0.08940092300000001	0.138630434
GNAS	0.151189044	0.040677502000000004	-0.019022816	0.799384223
SLC39A7	-0.161985098	0.040730473999999996	-0.131892091	0.056481067
ABHD15	-0.18397741	0.040873863999999996	-0.056402423	0.273454627
CENPN	0.153408436	0.040899187999999996	0.162440967	0.083381131
SLC27A4	-0.153084244	0.041032899	-0.008678153000000001	0.876438974
SSBP1	-0.167432974	0.04116204	-0.047052544	0.46578917
MED17	-0.134883254	0.041234763	0.001892461	0.9723883759999999
ALG9	-0.11255357	0.041340101000000004	0.0027431079999999997	0.952790149
MCU	-0.287826684	0.041410328999999996	-0.069574995	0.31257359
ZDHHC6	-0.127978811	0.041686203	-0.0026318120000000003	0.960341456
MDH2	-0.14119103	0.041819304	0.012805317	0.8346019459999999
FAF2	-0.12645958300000001	0.041962472	-0.038098426	0.498479739
SLC7A6OS	0.142445763	0.041990615999999995	0.17485656	0.07779464
HNRNPM	-0.137412187	0.04224023	-0.228536823	0.01117665
DBT	-0.13846898300000002	0.042364884000000005	0.04498672	0.344351275
FDX1	-0.13374317900000002	0.04253138099999999	-0.06122389	0.41919509299999996
C6orf47	-0.126846031	0.042532399000000005	-0.010051768	0.869247331
RETSAT	-0.137457855	0.042584434000000004	0.045149561	0.37003145600000004
PPIG	0.166394749	0.043213428	0.100666116	0.168144317
EMC6	-0.153346373	0.043303075	-0.113242163	0.130137505
PPP2R5A	0.114312259	0.043468004000000005	0.024677496	0.570367745
BRIX1	0.173949788	0.043609364000000005	0.11926855900000001	0.2657849
ZNF600	0.190277728	0.043632705	0.077735755	0.443006536
RFXAP	-0.125797637	0.043807125999999995	0.00034623	0.993687028
DRAP1	0.153827215	0.043871235999999994	0.17392059699999998	0.085811191
RRS1	0.1657616	0.043919106	0.154643798	0.10664434199999999
EBP	-0.12018368	0.044015744	-0.085102656	0.267116907
MRPL33	-0.112191025	0.044113217	0.028232788999999998	0.522009683
PRPF38A	0.1427111	0.04430099	0.053350945	0.431529906
LSG1	-0.143034514	0.044362629	-0.08614599099999999	0.20259582199999998
C21orf33	-0.155474437	0.044678295	0.014046042	0.7734431140000001
ZDHHC17	-0.13522841900000002	0.044686953	-0.086111867	0.10160542199999999
TACO1	-0.11231369599999999	0.044720055	-0.025279938	0.690606878
UBE2W	0.133278895	0.044726835	0.041168297	0.43785995
TLCD1	-0.182806279	0.044751559	0.003861903	0.96150149
PHF3	-0.17816226100000002	0.044795945999999996	-0.40404426299999996	0.00020889
CCAR2	-0.106251808	0.044860653	-0.110440716	0.034687322
MEPCE	0.123669535	0.04487592	0.14705069699999998	0.028351307000000003
SORBS3	0.121751185	0.045048488	-0.009871461	0.809319178
GALNT1	-0.12031569	0.045073308	-0.004976347	0.917822535
KHSRP	0.160983169	0.045168525999999994	-0.170598766	0.005670641
R3HDM2	0.153378509	0.045211922	0.33344116100000004	0.081991113
DCBLD2	-0.12418238300000001	0.045528411	0.009207867	0.857759226
PDE6D	0.12135214	0.045542009	0.0576457	0.315531004
PDE4A;PDE4D	0.166576326	0.045573931	0.047237787999999996	0.34439615100000004
DAG1	-0.140442508	0.045749562	0.010156657	0.8472349370000001
BNIP3;BNIP3L	0.12770658099999999	0.045793720999999996	0.081376706	0.19974571300000002
ATP6V0A2	-0.168066427	0.04586211	-0.07083060099999999	0.36764431299999994
INPP5A	0.180430908	0.045934657999999996	-0.043648607	0.571702137
GPC4	0.13562285599999999	0.045959833	0.168099798	0.018189842
MRPL46	-0.125446669	0.04608924599999999	0.0058098709999999994	0.89905719
CHMP6	0.142569314	0.046094015	-0.014934325	0.839762837
DHRS7B	-0.13352783699999998	0.046281134	-0.10927988699999999	0.102519545
TMEM56;TMEM56-RWDD3	-0.148690612	0.04642272099999999	0.038544019	0.589570982
VPS26B	0.120188696	0.046530195	0.01602502	0.754647993
A4GALT	-0.12617584199999998	0.046553279	0.013345171000000001	0.834413087
RHOF	0.11482809999999999	0.046571255	0.080203075	0.19100395399999998
METTL9	-0.139418786	0.046736586	-0.009705041999999999	0.885706978
TARBP2	0.147880395	0.046947175	0.161104315	0.061062320999999996
TTC33	0.20507313100000002	0.046961697999999996	0.12823232099999998	0.177481959
ZBTB7A	0.13681199300000002	0.046993006	-0.0074799540000000005	0.9073050220000001
SLIRP	-0.146376857	0.047053143	-0.030044787000000003	0.614653728
HMOX2	-0.125303047	0.047063525999999994	0.013339555	0.803994765
KDELR1;KDELR2	-0.147256243	0.047121498	-0.064629093	0.29445557699999997
NPC1	-0.130375994	0.047135945	-0.034056819	0.512756355
LTBR	-0.121765068	0.047321605	0.009916873	0.843698754
RPF2	0.186798777	0.04738388	0.17765682100000002	0.128118676
CCDC174	0.151309694	0.047916579	-0.00340805	0.939128655
NFATC2IP	0.13811203	0.047934465999999995	0.071136014	0.238002783
ABHD16A	-0.115920403	0.04793545	0.000226459	0.99632953
SLC9A8	-0.134635903	0.047942976	0.025708734	0.579440098
TEX2	-0.12332933300000001	0.04799809	0.068167286	0.184318672
CERS2	-0.12655537	0.048192998	0.052353620999999996	0.271621232
ANO6	-0.128467295	0.048220458	0.022810172000000004	0.705624423
MCTP2	-0.13150408800000002	0.048254658	-0.010344592	0.83207805
EIF6	0.121335544	0.048260560999999993	0.047579729	0.45028883299999994
SORBS1	0.22247719600000002	0.048288817000000005	0.05748154900000001	0.36808741
MGAT4B	-0.12956637099999999	0.048455192	-0.033896275	0.637445597
ZNF646	0.148078044	0.048484155	-0.033901803	0.560627007
SLC31A1	-0.200376416	0.048543166	-0.05026152	0.503998403
PRNP	0.210610978	0.048550064000000004	-0.035994877	0.7413234209999999
YIPF3	-0.107627431	0.048625637	0.011131646	0.801080815
GPAA1	-0.117369461	0.048657879	-0.005216924	0.90115893
RP2	0.174850822	0.048688079	-0.020425268	0.8263705020000001
FRMPD3	0.291642008	0.048761008	-0.053361663	0.5202631870000001
PARP1	0.19025746300000002	0.048800635	0.5035505920000001	0.10941175800000001
GPX8	-0.118051664	0.049049	-0.061717385	0.19624318300000002
MGST1	-0.126268385	0.049049985	-0.072602127	0.265806944
EI24	-0.117419451	0.049109197	0.011274126	0.8177626490000001
MRPS12	-0.21026868	0.049206302	-0.16543191	0.095242794
RCHY1	0.12976827	0.049246595	0.123074694	0.07411226900000001
GOLGB1	-0.16453253699999998	0.049284389000000005	0.061779189000000005	0.286153305
AIDA	0.175270913	0.049411359	-0.001242389	0.987827672
NDUFS3	-0.211253238	0.049538856	-0.039660156	0.600525644
HERPUD2	-0.136535888	0.04967844	0.012008719	0.823433615
GOLGA5	-0.114878593	0.049845314	0.0075875790000000005	0.887872318
FADS3	-0.131913253	0.049963384000000007	0.006289348	0.915309907
CYP20A1	-0.117527925	0.050048499	0.061182235	0.285165251
GTF3A	0.117732105	0.050211451	0.005905756999999999	0.908351065
POMGNT2	-0.148201842	0.05032265599999999	-0.097482805	0.125715161
MAPK10	0.320019393	0.050343277	0.058788493	0.7215128759999999
TOM1	0.139157163	0.050356807999999996	-0.031396335	0.59468909
H3F3B;H3F3A;H3F3C	0.13323164199999998	0.050442357	0.365148332	0.164028077
STX5	-0.112410762	0.050477289	-0.067935921	0.185141418
NT5C3B	0.137091104	0.05048667	0.103781085	0.17681248600000002
COX5B	-0.23426658	0.05052419599999999	-0.120166372	0.166300112
KIAA1147;LCHN	-0.191951323	0.05065531400000001	-0.19178468899999998	0.02092317
RC3H2	0.154846446	0.05081128	-0.063739107	0.20186124100000002
ENTPD4	-0.12473165	0.050883242	0.022103985	0.67061221
RAB3D	0.11321041400000001	0.051030887000000004	0.100178584	0.236979357
SACM1L	-0.11543656	0.051500472	0.09422675300000001	0.13223241800000002
PARD3	0.18536828800000002	0.051759387000000004	0.183284182	0.071865662
C21orf2	0.12214796900000001	0.051830518	0.147560577	0.12285032800000001
KRAS	0.17104848	0.051843127999999995	-0.034336534	0.639039919
TBRG4	-0.121460771	0.051949101	0.022682359	0.650333821
HTATSF1	-0.109416132	0.05221458	-0.021310863	0.653097811
FBXL18	0.198515227	0.052281722999999995	0.143807197	0.170162265
ATAD3A	-0.11814872800000001	0.052611705999999994	-0.085280399	0.090131491
XAB2	0.124132945	0.052663944000000004	0.067370661	0.24651436
NOP56	0.14333979300000002	0.052691894	0.096914525	0.181404848
ALMS1	0.290964972	0.052790863	0.17738412899999997	0.312566132
ADIRF	0.22790263800000002	0.052823192000000005	0.104455517	0.16263571
NOMO1	-0.132093749	0.05292804	-0.016793116	0.763163822
RHBDD1	-0.134065309	0.053087592999999995	-0.07876486	0.147941386
MRPS22	-0.126120164	0.053120485	0.0047280690000000005	0.9274594859999999
NIPSNAP3A	-0.132634039	0.053135080999999994	0.059603605999999996	0.23104518300000002
ANKRD54	0.10969885900000001	0.053305868	0.025280417000000003	0.64621656
