Accession	Cell	TF	ES	pval.adj	condition	control	treatment
ENCSR000BKV.RAD21.K562	K562	RAD21	-0.33879000000000004	0.00478195488721805	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BKW.FOXA1.ISHIKAWA	ISHIKAWA	FOXA1	-0.33615	0.0669473684210526	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BKY.FOXA1.T47D	T47D	FOXA1	-0.33881	0.00331768388106416	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BLB.NR3C1.ISHIKAWA	ISHIKAWA	NR3C1	-0.35431	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BLD.RAD21.ESC_H1	ESC H1	RAD21	-0.32991	0.0141522029372497	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BLE.FOXA1.HEPG2	HEPG2	FOXA1	-0.33150999999999997	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BLF.HNF4A.HEPG2	HEPG2	HNF4A	-0.33488	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BLI.E2F6.K562	K562	E2F6	-0.3515	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BLK.SRF.K562	K562	SRF	-0.34804	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BLL.ESR1.T47D	T47D	ESR1	-0.33775	0.0636	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BLM.EP300.T47D	T47D	EP300	-0.33433	0.00478195488721805	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BLO.GABPA.K562	K562	GABPA	-0.35366	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BLP.MAX.K562	K562	MAX	-0.33663000000000004	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BLR.SIN3A.K562	K562	SIN3A	-0.36379	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BLS.RAD21.HEPG2	HEPG2	RAD21	-0.33703	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BLT.YY1.GM12892	GM12892	YY1	-0.34052	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BLU.TAF7.ESC_H1	ESC H1	TAF7	-0.33018000000000003	0.0364619164619165	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BLV.SRF.HEPG2	HEPG2	SRF	-0.33986	0.00478195488721805	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BLW.EP300.HEPG2	HEPG2	EP300	-0.33709	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BLX.CTCF.SKNSH	SKNSH	CTCF	-0.34639000000000003	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BLY.RAD21.SKNSH	SKNSH	RAD21	-0.32503000000000004	0.0388278388278388	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BLZ.YY1.SKNSH	SKNSH	YY1	-0.33443	0.00478195488721805	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BMB.ELF1.GM12878	GM12878	ELF1	-0.34564	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BMC.HDAC2.HEPG2	HEPG2	HDAC2	-0.33986	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BMD.ELF1.K562	K562	ELF1	-0.34014	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BME.ZBTB7A.K562	K562	ZBTB7A	-0.34383	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BMF.USF1.SKNSH	SKNSH	USF1	-0.33881999999999995	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BMG.HDAC2.K562	K562	HDAC2	-0.32338	0.10238636363636401	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BMH.YY1.K562	K562	YY1	-0.33386	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BMI.SRF.GM12878	GM12878	SRF	-0.33268000000000003	0.0128571428571429	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BMJ.BCL11A.ESC_H1	ESC H1	BCL11A	-0.33766999999999997	0.155206073752712	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BMN.REST.HELA_S3	HELA S3	REST	-0.31975	0.121346801346801	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BMO.FOXA1.HEPG2	HEPG2	FOXA1	-0.32764	0.0141522029372497	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BMQ.EGR1.GM12878	GM12878	EGR1	-0.34079	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BMT.NANOG.ESC_H1	ESC H1	NANOG	-0.34405	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BMU.POU5F1.ESC_H1	ESC H1	POU5F1	0.31495	0.37728813559322	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BMV.FOSL1.K562	K562	FOSL1	-0.32785	0.0290773067331671	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BMW.REST.K562	K562	REST	-0.33915	0.00331768388106416	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BMX.GATA3.T47D	T47D	GATA3	-0.32206	0.0412652068126521	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BMY.RAD21.GM12878	GM12878	RAD21	-0.33231	0.00616279069767442	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BMZ.ELF1.HEPG2	HEPG2	ELF1	-0.34457	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BNA.ZBTB33.HEPG2	HEPG2	ZBTB33	-0.3656	0.00616279069767442	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BND.ZEB1.GM12878	GM12878	ZEB1	-0.34708	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BNE.EGR1.K562	K562	EGR1	-0.34203	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BNG.MEF2C.GM12878	GM12878	MEF2C	-0.32235	0.154223669923996	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BNH.CTCF.ESC_H1	ESC H1	CTCF	-0.34671	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BNI.FOXA2.HEPG2	HEPG2	FOXA2	-0.3322	0.00478195488721805	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BNJ.HNF4G.HEPG2	HEPG2	HNF4G	-0.33687	0.00331768388106416	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BNK.CTCFL.K562	K562	CTCFL	-0.35533000000000003	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BNL.SP2.K562	K562	SP2	-0.35434	0.00478195488721805	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BNM.TAF7.K562	K562	TAF7	-0.34521999999999997	0.0205958549222798	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BNN.THAP1.K562	K562	THAP1	-0.36475	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BNO.CTCF.T47D	T47D	CTCF	-0.34329	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BNP.YY1.GM12878	GM12878	YY1	-0.33564	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BNQ.BCL3.GM12878	GM12878	BCL3	-0.3349	0.011568894952251	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BNR.HDAC2.ESC_H1	ESC H1	HDAC2	-0.33745	0.00754985754985755	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BNS.FOSL1.ESC_H1	ESC H1	FOSL1	-0.39507	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BNT.YY1.HEPG2	HEPG2	YY1	-0.34018000000000004	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BNU.ATF3.K562	K562	ATF3	-0.34326	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BNV.MEF2A.K562	K562	MEF2A	-0.32035	0.266639175257732	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BNW.SIX5.K562	K562	SIX5	-0.37295	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BNX.YY1.HCT166	HCT166	YY1	-0.33998	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BNY.ZBTB33.HCT166	HCT166	ZBTB33	-0.34725	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BOT.REST.HEPG2	HEPG2	REST	-0.32359	0.0624263839811543	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BOU.SP2.HEPG2	HEPG2	SP2	-0.38677	0.00616279069767442	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BOW.SIN3A.PANC1	PANC1	SIN3A	-0.34596	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BOX.REST.PFSK1	PFSK1	REST	-0.34676	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BOY.SIN3A.PFSK1	PFSK1	SIN3A	-0.34164	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BOZ.REST.SKNSH	SKNSH	REST	-0.33754	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BPB.SIN3A.SKNSH	SKNSH	SIN3A	-0.33878	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BPE.SP1.A549	A549	SP1	-0.3435	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BPF.TAF1.A549	A549	TAF1	-0.34389000000000003	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BPJ.CTCF.K562	K562	CTCF	-0.34217	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BPK.REST.PANC1	PANC1	REST	-0.34131999999999996	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BPM.YY1.A549	A549	YY1	-0.34663	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BPS.ATF3.A549	A549	ATF3	-0.34051	0.00331768388106416	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BPT.ELF1.A549	A549	ELF1	-0.35756	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BPU.ETS1.A549	A549	ETS1	-0.35496	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BPV.USF1.A549	A549	USF1	-0.35911	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BPW.EP300.A549	A549	EP300	-0.35014	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BPX.FOXA1.A549	A549	FOXA1	-0.32987	0.0154641909814324	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BPY.GABPA.A549	A549	GABPA	-0.34843	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BPZ.ZBTB33.A549	A549	ZBTB33	-0.3515	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQA.ZBTB7A.HEPG2	HEPG2	ZBTB7A	-0.3555	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQD.ESR1.T47D	T47D	ESR1	-0.3157	0.283539094650206	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQE.CTCF.ISHIKAWA	ISHIKAWA	CTCF	-0.33459	0.0102627939142462	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQF.TAF1.SKNSH	SKNSH	TAF1	-0.33771999999999996	0.00331768388106416	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQG.SP2.ESC_H1	ESC H1	SP2	-0.38977	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQH.BCL3.A549	A549	BCL3	-0.34999	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQI.CEBPB.HEPG2	HEPG2	CEBPB	-0.32746	0.0290773067331671	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQJ.CEBPD.HEPG2	HEPG2	CEBPD	-0.33997	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQK.ATF2.GM12878	GM12878	ATF2	0.30589	0.500097276264591	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQL.NFATC1.GM12878	GM12878	NFATC1	-0.30209	0.5758653846153851	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQM.PML.GM12878	GM12878	PML	-0.3259	0.0566508313539192	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQN.TAF1.PFSK1	PFSK1	TAF1	-0.33812	0.00478195488721805	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQO.FOSL2.A549	A549	FOSL2	-0.34565	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQP.REST.A549	A549	REST	-0.34676	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQQ.TCF12.A549	A549	TCF12	-0.3438	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQR.ESR1.ISHIKAWA	ISHIKAWA	ESR1	-0.32785	0.0340667490729295	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQS.REST.GM12878	GM12878	REST	-0.33041	0.0168031704095112	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQT.TCF3.GM12878	GM12878	TCF3	-0.34110999999999997	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQU.ATF2.ESC_H1	ESC H1	ATF2	-0.33991	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQV.SP4.ESC_H1	ESC H1	SP4	-0.35053	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQW.MBD4.HEPG2	HEPG2	MBD4	-0.3185	0.363246492985972	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQX.NFIC.HEPG2	HEPG2	NFIC	0.32984	0.087926267281106	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQY.PML.K562	K562	PML	-0.34347	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BQZ.STAT5A.GM12878	GM12878	STAT5A	-0.34031999999999996	0.0193986928104575	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRA.CREB1.A549	A549	CREB1	-0.35631	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRB.CREB1.A549	A549	CREB1	-0.34368000000000004	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRC.CREB1.A549	A549	CREB1	-0.35088	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRD.FOXA1.A549	A549	FOXA1	-0.32218	0.103473325766175	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRE.FOXA2.A549	A549	FOXA2	-0.33696	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRF.JUND.A549	A549	JUND	-0.33948	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRG.EGR1.GM12878	GM12878	EGR1	-0.35912	0.0102627939142462	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRH.MTA3.GM12878	GM12878	MTA3	-0.31889	0.15682505399568	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRI.RUNX3.GM12878	GM12878	RUNX3	-0.33674	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRK.TEAD4.K562	K562	TEAD4	-0.33447	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRL.SIX5.A549	A549	SIX5	-0.3623	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRM.SIN3A.A549	A549	SIN3A	-0.35866	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRN.NFIC.GM12878	GM12878	NFIC	0.31006999999999996	0.387084577114428	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRO.MYBL2.HEPG2	HEPG2	MYBL2	-0.3097	0.424208456243854	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRP.TEAD4.HEPG2	HEPG2	TEAD4	0.31884	0.184397011739594	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRQ.CEBPB.K562	K562	CEBPB	-0.32950999999999997	0.0154641909814324	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRR.STAT5A.K562	K562	STAT5A	-0.33242	0.0290773067331671	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRS.NR2F2.K562	K562	NR2F2	-0.3443	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRT.CBX3.K562	K562	CBX3	-0.33725	0.00331768388106416	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRU.FOXM1.GM12878	GM12878	FOXM1	-0.32436	0.0969142857142857	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRW.TRIM28.K562	K562	TRIM28	-0.33381	0.0102627939142462	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRX.CEBPB.GM12878	GM12878	CEBPB	-0.30595	0.5617181467181469	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRY.TEAD4.ESC_H1	ESC H1	TEAD4	-0.32600999999999997	0.0340667490729295	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BRZ.EGR1.HCT166	HCT166	EGR1	-0.35619	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSA.JUND.HCT166	HCT166	JUND	0.30236	0.604412607449857	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSB.RAD21.HCT166	HCT166	RAD21	-0.33405999999999997	0.00616279069767442	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSC.SRF.HCT166	HCT166	SRF	0.3125	0.33259109311740903	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSD.CEBPB.HCT166	HCT166	CEBPB	0.3172	0.23222222222222197	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSE.CTCF.HCT166	HCT166	CTCF	-0.33174000000000003	0.0141522029372497	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSF.SP1.HCT166	HCT166	SP1	-0.33366999999999997	0.00754985754985755	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSG.SIN3A.HCT166	HCT166	SIN3A	-0.32688	0.0613947990543735	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSH.MAX.HCT166	HCT166	MAX	-0.34221	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSI.E2F6.ESC_H1	ESC H1	E2F6	-0.34001	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSJ.MAX.ESC_H1	ESC H1	MAX	-0.33076	0.00616279069767442	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSK.JUND.SKNSH	SKNSH	JUND	-0.3085	0.44642507345739496	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSL.TCF12.SKNSH	SKNSH	TCF12	-0.3204	0.0900574052812859	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSM.YY1.SKNSH	SKNSH	YY1	-0.32771	0.026733921815889	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSN.CREB1.ESC_H1	ESC H1	CREB1	-0.33610999999999996	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSO.CREB1.K562	K562	CREB1	-0.34672	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSP.REST.MCF7	MCF7	REST	-0.33105999999999997	0.0555899880810489	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSQ.EGR1.ISHIKAWA	ISHIKAWA	EGR1	-0.36477	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSR.CEBPB.MCF7	MCF7	CEBPB	-0.32861999999999997	0.011568894952251	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSS.ELF1.MCF7	MCF7	ELF1	-0.34471	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BST.GATA3.MCF7	MCF7	GATA3	-0.32726	0.0340667490729295	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSU.JUND.MCF7	MCF7	JUND	-0.30414	0.558704061895551	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSV.NFIC.SKNSH	SKNSH	NFIC	-0.3184	0.149782608695652	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSW.TEAD4.ISHIKAWA	ISHIKAWA	TEAD4	-0.33294	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSX.USF1.ISHIKAWA	ISHIKAWA	USF1	-0.34455	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSY.YY1.ISHIKAWA	ISHIKAWA	YY1	-0.34060999999999997	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BSZ.ZBTB7A.ISHIKAWA	ISHIKAWA	ZBTB7A	-0.34719	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BTA.ELF1.SKNSH	SKNSH	ELF1	-0.33379000000000003	0.0154641909814324	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BTB.FOXM1.SKNSH	SKNSH	FOXM1	0.33038	0.143493449781659	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BTC.E2F6.A549	A549	E2F6	-0.35949000000000003	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BTD.SRF.ISHIKAWA	ISHIKAWA	SRF	-0.34163000000000004	0.00331768388106416	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BTE.FOSL1.HCT166	HCT166	FOSL1	0.30846	0.41099901088031704	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BTF.REST.HL60	HL60	REST	-0.3426	0.00754985754985755	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BTG.GABPA.SKNSH	SKNSH	GABPA	-0.33902	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BTH.GATA3.SKNSH	SKNSH	GATA3	0.30619	0.47111111111111104	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BTI.GATA3.A549	A549	GATA3	-0.33332	0.00478195488721805	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BTJ.MAX.A549	A549	MAX	-0.34654	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BTK.GABPA.HL60	HL60	GABPA	-0.33273	0.0290773067331671	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR000BTM.MAX.HEPG2	HEPG2	MAX	-0.34074	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
